symbol,macro,industry,basic
SHANKARA,Consumer Services,Retailing,Speciality Retail
SHANMUGA,Healthcare,Healthcare Services,Hospital
SHANTIDENM,Textiles,Textiles & Apparels,Other Textile Products
SHANTIGEAR,Capital Goods,Industrial Manufacturing,Industrial Products
SHANTIGOLD,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SHANTIGURU,Consumer Services,Retailing,Diversified Retail
SHAQUAK,Fast Moving Consumer Goods,Food Products,Packaged Foods
SHARDACROP,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
SHARDAMOTR,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SHARDUL,Financial Services,Capital Markets,Stockbroking & Allied
SHAREINDIA,Financial Services,Capital Markets,Stockbroking & Allied
SHARIABEES,Financial Services,Capital Markets,Mutual Fund Scheme - ETF
SHARIKA,Services,Commercial Services & Supplies,Trading & Distributors
SHARMEH,Healthcare,Healthcare Services,Healthcare Service Provider
SHARPINV,Financial Services,Finance,Non Banking Financial Company (NBFC)
SHARPLINE,"Media, Entertainment & Publication",Media,Advertising & Media Agencies
SHARVAYA,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
SHASHANK,Services,Commercial Services & Supplies,Trading & Distributors
SHASHIJIT,Construction,Construction,Civil Construction
SHAWGELTIN,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
SHAYONAENG,Capital Goods,Industrial Products,Castings & Forgings
SHBAJRG,Capital Goods,Industrial Products,Iron & Steel Products
SHEKHAWATI,Textiles,Textiles & Apparels,Other Textile Products
SHELTER,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SHEMAROO,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
SHENTRA,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
SHERVANI,Realty,Realty,"Residential, Commercial Projects"
SHESHAINDS,Textiles,Textiles & Apparels,Other Textile Products
SHETR,Capital Goods,Industrial Products,Packaging
SHGANEL,Services,Commercial Services & Supplies,Trading & Distributors
SHHARICH,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
SHIKHAR,Financial Services,Finance,Non Banking Financial Company (NBFC)
SHIKHARLETR,Financial Services,Finance,Non Banking Financial Company (NBFC)
SHILCTECH,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
SHILGRAVQ,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
SHILINDORE,Consumer Services,Leisure Services,Hotels & Resorts
SHILPAMED,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SHINDL,Fast Moving Consumer Goods,Food Products,Seafood
SHINEFASH,Textiles,Textiles & Apparels,Other Textile Products
SHIPWAVES,Services,Transport Services,Logistics Solution Provider
SHISHIND,Capital Goods,Industrial Products,Plastic Products - Industrial
SHIVA,Financial Services,Finance,Other Financial Services
SHIVAAGRO,Chemicals,Fertilizers & Agrochemicals,Fertilizers
SHIVACEM,Construction Materials,Cement & Cement Products,Cement & Cement Products
SHIVAEXPO,Construction Materials,Other Construction Materials,Other Construction Materials
SHIVAGR,Capital Goods,Industrial Manufacturing,Industrial Products
SHIVALIK,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
SHIVAM,Fast Moving Consumer Goods,Food Products,Animal Feed
SHIVAMAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SHIVAMILLS,Textiles,Textiles & Apparels,Other Textile Products
SHIVATEX,Textiles,Textiles & Apparels,Other Textile Products
SHIVKAMAL,Financial Services,Finance,Non Banking Financial Company (NBFC)
SHIVTEXCHEM,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
SHK,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
SHKALYN,Services,Commercial Services & Supplies,Diversified Commercial Services
SHKARTP,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
SHLOKKA,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
SHOORA,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SHOPERSTOP,Consumer Services,Retailing,Diversified Retail
SHPLPUNE,Consumer Services,Leisure Services,Hotels & Resorts
SHRAAITECH,Information Technology,IT - Software,Computers - Software & Consulting
SHRADDHA,Realty,Realty,"Residential, Commercial Projects"
SHRAJOI,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
SHRAJSYNQ,Textiles,Textiles & Apparels,Other Textile Products
SHRDAIS,Capital Goods,Industrial Products,Iron & Steel Products
SHREDIGCEM,Construction Materials,Cement & Cement Products,Cement & Cement Products
SHREE,Capital Goods,Industrial Products,Iron & Steel Products
SHREECEM,Construction Materials,Cement & Cement Products,Cement & Cement Products
SHREEGANES,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology
SHREEJISPG,Services,Transport Services,Shipping
SHREENATH,Services,Commercial Services & Supplies,Trading & Distributors
SHREEPAC,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
SHREEPUSHK,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
SHREERAMA,Capital Goods,Industrial Products,Packaging
SHREEREF,Capital Goods,Aerospace & Defense,Aerospace & Defense
SHREESEC,Financial Services,Finance,Non Banking Financial Company (NBFC)
SHREESHAY,Construction,Construction,Civil Construction
SHREMETAL,Financial Services,Finance,Non Banking Financial Company (NBFC)
SHRENTI,Services,Commercial Services & Supplies,Diversified Commercial Services
SHREYANIND,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
SHREYASI,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
SHRICON,Realty,Realty,Real Estate related services
SHRIDINE,Textiles,Textiles & Apparels,Other Textile Products
SHRIGANG,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
SHRIKRISH,Realty,Realty,"Residential, Commercial Projects"
SHRINGARMS,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SHRINIWAS,Financial Services,Finance,Non Banking Financial Company (NBFC)
SHRIPISTON,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SHRIRAMFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
SHRIRAMPPS,Realty,Realty,"Residential, Commercial Projects"
SHRISTI,Realty,Realty,"Residential, Commercial Projects"
SHRJAGP,Capital Goods,Industrial Products,Packaging
SHRMFGC,Textiles,Textiles & Apparels,Other Textile Products
SHRYDUS,Financial Services,Finance,Non Banking Financial Company (NBFC)
SHTL,Capital Goods,Industrial Manufacturing,Industrial Products
SHUBHAM,Textiles,Textiles & Apparels,Other Textile Products
SHUKJEW,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SHUKRAPHAR,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SHVFL,Services,Commercial Services & Supplies,Diversified Commercial Services
SHVSUIT,Services,Commercial Services & Supplies,Trading & Distributors
SHYAM,Services,Commercial Services & Supplies,Diversified Commercial Services
SHYAMACOMP,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SHYAMCENT,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
SHYAMMETL,Capital Goods,Industrial Products,Iron & Steel Products
SHYAMTEL,Services,Commercial Services & Supplies,Trading & Distributors
SHYMINV,Financial Services,Finance,Other Financial Services
SIBARAUT,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SICAGEN,Services,Commercial Services & Supplies,Trading & Distributors
SICALLOG,Services,Transport Services,Logistics Solution Provider
SICAPIT,Services,Commercial Services & Supplies,Diversified Commercial Services
SICL,Realty,Realty,"Residential, Commercial Projects"
SIDDHA,Financial Services,Finance,Non Banking Financial Company (NBFC)
SIDDHEGA,Services,Commercial Services & Supplies,Trading & Distributors
SIDH,Financial Services,Finance,Other Financial Services
SIEL,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
SIEMENS,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
SIGACHI,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SIGIND,Services,Commercial Services & Supplies,Trading & Distributors
SIGMA,Information Technology,IT - Services,IT Enabled Services
SIGMAADV,Capital Goods,Aerospace & Defense,Aerospace & Defense
SIGNATURE,Realty,Realty,"Residential, Commercial Projects"
SIGNGCL,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
SIGNPOST,"Media, Entertainment & Publication",Media,Advertising & Media Agencies
SIHORA,Textiles,Textiles & Apparels,Other Textile Products
SIIL,Services,Commercial Services & Supplies,Trading & Distributors
SIKA,Capital Goods,Aerospace & Defense,Aerospace & Defense
SIL,Realty,Realty,Real Estate related services
SILINV,Financial Services,Finance,Investment Company
SILL,Services,Transport Services,Logistics Solution Provider
SILVERO,Financial Services,Finance,Non Banking Financial Company (NBFC)
SILVERPRL,Consumer Services,Leisure Services,Hotels & Resorts
SILVERTUC,Information Technology,IT - Software,Computers - Software & Consulting
SILVOAK,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
SIMANDHAR,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SIMBHALS,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
SIMMOND,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SIMPLEXCAS,Capital Goods,Industrial Products,Other Industrial Products
SIMPLEXINF,Construction,Construction,Civil Construction
SIMPLXMIL,Textiles,Textiles & Apparels,Other Textile Products
SIMPLXPAP,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
SIMPLXREA,Realty,Realty,"Residential, Commercial Projects"
SIMRAN,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry
SINCLAIR,Consumer Services,Leisure Services,Hotels & Resorts
SINDHUTRAD,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal
SINGERIND,Consumer Durables,Consumer Durables,Household Appliances
SINNAR,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
SIPL,Construction,Construction,Civil Construction
SIRCA,Consumer Durables,Consumer Durables,Paints
SIROHIA,Services,Commercial Services & Supplies,Trading & Distributors
SIS,Consumer Services,Other Consumer Services,Other Consumer Services
SISL,Realty,Realty,"Residential, Commercial Projects"
SITAENT,Services,Commercial Services & Supplies,Trading & Distributors
SITINET,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
SIYARAM,Capital Goods,Industrial Products,Other Industrial Products
SIYSIL,Textiles,Textiles & Apparels,Other Textile Products
SIZEMASTER,Metals & Mining,Non - Ferrous Metals,Zinc
SJS,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SJVN,Power,Power,Power Generation
SKCIL,Construction Materials,Cement & Cement Products,Cement & Cement Products
SKFINDIA,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SKFINDUS,Capital Goods,Industrial Products,Abrasives & Bearings
SKIEL,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SKIFL,Realty,Realty,"Residential, Commercial Projects"
SKIPPER,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
SKL,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SKM,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
SKMEGGPROD,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry
SKPMIL,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
SKPSEC,Financial Services,Capital Markets,Stockbroking & Allied
SKRABUL,Services,Commercial Services & Supplies,Diversified Commercial Services
SKYBIOTECH,Textiles,Textiles & Apparels,Other Textile Products
SKYGOLD,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SKYIND,Textiles,Textiles & Apparels,Other Textile Products
SKYLMILAR,Realty,Realty,"Residential, Commercial Projects"
SLSTLQ,Textiles,Textiles & Apparels,Other Textile Products
SMARITIME,Services,Transport Services,Logistics Solution Provider
SMARTFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
SMARTLINK,Information Technology,IT - Hardware,Computers Hardware & Equipments
SMARTWORKS,Services,Commercial Services & Supplies,Diversified Commercial Services
SMAUTO,Capital Goods,Industrial Manufacturing,Industrial Products
SMCGLOBAL,Financial Services,Capital Markets,Stockbroking & Allied
SMCREDT,Financial Services,Finance,Non Banking Financial Company (NBFC)
SMEL,"Media, Entertainment & Publication",Media,Advertising & Media Agencies
SMFIL,Capital Goods,Industrial Products,Castings & Forgings
SMGOLD,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SML,Healthcare,Healthcare Services,Hospital
SMLMAH,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
SMLT,Capital Goods,Industrial Products,Iron & Steel Products
SMR,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SMRUTHIORG,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SMSPHARMA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SMTEL,Services,Commercial Services & Supplies,Trading & Distributors
SNIM,Textiles,Textiles & Apparels,Trading - Textile Products
SNL,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SNOWMAN,Services,Transport Services,Logistics Solution Provider
SOBHA,Realty,Realty,"Residential, Commercial Projects"
SOBME,Services,Commercial Services & Supplies,Diversified Commercial Services
SODHACAP,Financial Services,Capital Markets,Financial Products Distributor
SOFCOM,Information Technology,IT - Software,Computers - Software & Consulting
SOFTRAKV,Financial Services,Finance,Non Banking Financial Company (NBFC)
SOFTTECH,Information Technology,IT - Software,Computers - Software & Consulting
SOLARA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SOLARINDS,Chemicals,Chemicals & Petrochemicals,Explosives
SOLARIUM,Construction,Construction,Civil Construction
SOLARWORLD,Construction,Construction,Civil Construction
SOLIDSTON,Construction Materials,Other Construction Materials,Other Construction Materials
SOLIMAC,Capital Goods,Industrial Manufacturing,Industrial Products
SOLVEX,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
SOMANYCERA,Consumer Durables,Consumer Durables,Ceramics
SOMATEX,Textiles,Textiles & Apparels,Other Textile Products
SOMICONVEY,Capital Goods,Industrial Manufacturing,Industrial Products
SONACOMS,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SONAL,Financial Services,Finance,Non Banking Financial Company (NBFC)
SONALAD,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
SONALIS,Fast Moving Consumer Goods,Food Products,Packaged Foods
SONATSOFTW,Information Technology,IT - Software,Computers - Software & Consulting
SOTL,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
SOURCEIND,Textiles,Textiles & Apparels,Other Textile Products
SOURCENTRL,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SOUTHBANK,Financial Services,Banks,Private Sector Bank
SOUTHERNIN,Information Technology,IT - Software,Computers - Software & Consulting
SOUTHMG,Metals & Mining,Minerals & Mining,Industrial Minerals
SOUTHWEST,Services,Commercial Services & Supplies,Diversified Commercial Services
SOUTLAT,Textiles,Textiles & Apparels,Other Textile Products
SOVERDIA,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SPACAPS,Financial Services,Finance,Other Financial Services
SPACEINCUBA,Information Technology,IT - Software,Computers - Software & Consulting
SPAL,Textiles,Textiles & Apparels,Garments & Apparels
SPANDANA,Financial Services,Finance,Microfinance Institutions
SPAR,Information Technology,IT - Software,Computers - Software & Consulting
SPARC,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SPARKLEGR,Metals & Mining,Non - Ferrous Metals,Precious Metals
SPCAPIT,Services,Commercial Services & Supplies,Diversified Commercial Services
SPECFOOD,Fast Moving Consumer Goods,Food Products,Other Food Products
SPECIALITY,Consumer Services,Leisure Services,Restaurants
SPECTRA,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SPECTRUM,Capital Goods,Industrial Manufacturing,Industrial Products
SPELS,Capital Goods,Electrical Equipment,Other Electrical Equipment
SPENCERS,Consumer Services,Retailing,Diversified Retail
SPENTA,Textiles,Textiles & Apparels,Garments & Apparels
SPIC,Chemicals,Fertilizers & Agrochemicals,Fertilizers
SPICEISLIN,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SPICEJET,Services,Transport Services,Airline
SPICELOUNG,Consumer Services,Leisure Services,Restaurants
SPINAROO,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
SPITZE,Consumer Durables,Consumer Durables,Houseware
SPL,Capital Goods,Industrial Products,Plastic Products - Industrial
SPLIL,Textiles,Textiles & Apparels,Trading - Textile Products
SPLPETRO,Chemicals,Chemicals & Petrochemicals,Petrochemicals
SPML,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SPMLINFRA,Construction,Construction,Civil Construction
SPORTKING,Textiles,Textiles & Apparels,Other Textile Products
SPRAYKING,Capital Goods,Industrial Products,Other Industrial Products
SPRIGHT,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
SPSL,Capital Goods,Industrial Products,Iron & Steel Products
SPTRSHI,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
SPVGLOBAL,Financial Services,Finance,Non Banking Financial Company (NBFC)
SRAMSET,Financial Services,Capital Markets,Asset Management Company
SRD,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
SRECR,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
SREEL,Consumer Durables,Consumer Durables,Footwear
SRESTHA,Financial Services,Finance,Investment Company
SRF,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
SRGFFL,Financial Services,Finance,Non Banking Financial Company (NBFC)
SRGHFL,Financial Services,Finance,Housing Finance Company
SRHHYPOLTD,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
SRICC,Construction Materials,Cement & Cement Products,Cement & Cement Products
SRIGEE,Capital Goods,Industrial Manufacturing,Industrial Products
SRIKPRIND,Capital Goods,Industrial Products,Plastic Products - Industrial
SRINACHA,Textiles,Textiles & Apparels,Other Textile Products
SRM,Construction,Construction,Civil Construction
SRMCL,Textiles,Textiles & Apparels,Other Textile Products
SRMENERGY,Power,Power,Power Generation
SRSOLTD,Services,Commercial Services & Supplies,Diversified Commercial Services
SRTL,Textiles,Textiles & Apparels,Other Textile Products
SRUSTEELS,Services,Commercial Services & Supplies,Trading & Distributors
SSDL,Textiles,Textiles & Apparels,Garments & Apparels
SSL,Financial Services,Finance,Other Financial Services
SSMD,Fast Moving Consumer Goods,Food Products,Packaged Foods
SSPDL,Realty,Realty,"Residential, Commercial Projects"
SSPNFIN,Financial Services,Finance,Other Financial Services
SSTL,Services,Commercial Services & Supplies,Trading & Distributors
SSWL,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SSWRL,Capital Goods,Industrial Products,Iron & Steel Products
STAL,Capital Goods,Industrial Products,Other Industrial Products
STALLION,Chemicals,Chemicals & Petrochemicals,Industrial Gases
STANBIK,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
STANCAP,Financial Services,Finance,Non Banking Financial Company (NBFC)
STANLEY,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
STANPACK,Capital Goods,Industrial Products,Packaging
STANROS,Financial Services,Finance,Investment Company
STAR,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
STARCEMENT,Construction Materials,Cement & Cement Products,Cement & Cement Products
STARDELTA,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
STARHEALTH,Financial Services,Insurance,General Insurance
STARHFL,Financial Services,Finance,Housing Finance Company
STARIMAGIN,Healthcare,Healthcare Services,Healthcare Service Provider
STARLENT,Metals & Mining,Metals & Minerals Trading,Trading - Minerals
STARLOG,Services,Transport Infrastructure,Port & Port services
STARPAPER,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
STARSOURCE,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
STARTECK,Financial Services,Finance,Non Banking Financial Company (NBFC)
STCINDIA,Services,Commercial Services & Supplies,Trading & Distributors
STCORP,Textiles,Textiles & Apparels,Other Textile Products
STDBAT,Financial Services,Finance,Non Banking Financial Company (NBFC)
STDSFAC,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
STEELCAS,Capital Goods,Industrial Products,Castings & Forgings
STEELXIND,Capital Goods,Industrial Products,Iron & Steel Products
STEL,Financial Services,Finance,Investment Company
STELLANT,Financial Services,Finance,Other Financial Services
STELLAR,Financial Services,Finance,Other Financial Services
STEP2COR,Financial Services,Finance,Other Financial Services
STERPOW,Capital Goods,Industrial Manufacturing,Industrial Products
STERTOOLS,Automobile and Auto Components,Auto Components,Auto Components & Equipments
STHINPA,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
STL,Services,Transport Services,Logistics Solution Provider
STLNETWORK,Telecommunication,Telecom - Services,Other Telecom Services
STLSTRINF,Realty,Realty,"Residential, Commercial Projects"
STLTECH,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
STML,Telecommunication,Telecom - Services,Other Telecom Services
STOVACQ,Capital Goods,Industrial Manufacturing,Industrial Products
STOVEKRAFT,Consumer Durables,Consumer Durables,Household Appliances
STRAEXPO,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
STRATMONT,Services,Commercial Services & Supplies,Trading & Distributors
STRGRENWO,Consumer Services,Leisure Services,Hotels & Resorts
STUDDS,Automobile and Auto Components,Auto Components,Auto Components & Equipments
STYL,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
STYLAMIND,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
STYLEBAAZA,Consumer Services,Retailing,Speciality Retail
STYRENIX,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
SUBAM,Capital Goods,Industrial Products,Packaging
SUBEXLTD,Information Technology,IT - Software,Software Products
SUBROS,Capital Goods,Industrial Products,Other Industrial Products
SUBSM,Textiles,Textiles & Apparels,Other Textile Products
SUCROSA,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
SUDAI,Metals & Mining,Non - Ferrous Metals,Aluminium
SUDARCOLOR,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
SUDARSCHEM,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
SUDARSHAN,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
SUDEEPPHRM,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
SUDTIND-B,Textiles,Textiles & Apparels,Other Textile Products
SUERYAAKNI,Textiles,Textiles & Apparels,Other Textile Products
SUGALDAM,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUGSLLOYD,Capital Goods,Electrical Equipment,Other Electrical Equipment
SUJALA,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUKHJITS,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
SULA,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
SULABEN,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUMEDHA,Financial Services,Finance,Other Financial Services
SUMEETINDS,Textiles,Textiles & Apparels,Other Textile Products
SUMERUIND,Services,Commercial Services & Supplies,Trading & Distributors
SUMICHEM,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
SUMMITSEC,Financial Services,Finance,Investment Company
SUNCITYSY,Textiles,Textiles & Apparels,Other Textile Products
SUNCLAY,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SUNDARAM,Fast Moving Consumer Goods,Household Products,Stationary
SUNDARMFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUNDRMBRAK,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SUNDRMFAST,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SUNDROP,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
SUNFLAG,Capital Goods,Industrial Products,Iron & Steel Products
SUNGOLD,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUNILAGR,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
SUNILTX,Services,Commercial Services & Supplies,Trading & Distributors
SUNITATOOL,Capital Goods,Industrial Manufacturing,Industrial Products
SUNLOC,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SUNPHARMA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SUNRAJDI,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SUNRAKSHAK,Textiles,Textiles & Apparels,Other Textile Products
SUNRETAIL,Services,Commercial Services & Supplies,Trading & Distributors
SUNRINV,Financial Services,Finance,Other Financial Services
SUNSHIEL,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
SUNSKY,Services,Transport Services,Logistics Solution Provider
SUNTECK,Realty,Realty,"Residential, Commercial Projects"
SUNTV,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
SUPER,Textiles,Textiles & Apparels,Other Textile Products
SUPERBAK,Fast Moving Consumer Goods,Food Products,Packaged Foods
SUPERHOUSE,Consumer Durables,Consumer Durables,Leather And Leather Products
SUPERIOR,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUPERIRON,Capital Goods,Industrial Products,Castings & Forgings
SUPERSHAKT,Capital Goods,Industrial Products,Iron & Steel Products
SUPERSPIN,Textiles,Textiles & Apparels,Other Textile Products
SUPERTEX,Textiles,Textiles & Apparels,Other Textile Products
SUPHA,Services,Commercial Services & Supplies,Trading & Distributors
SUPRAJIT,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SUPRAPFSL,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUPRATRE,Financial Services,Finance,Other Financial Services
SUPREME,Realty,Realty,"Residential, Commercial Projects"
SUPREMEIND,Capital Goods,Industrial Products,Plastic Products - Industrial
SUPREMEINF,Construction,Construction,Civil Construction
SUPRIYA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SUPTANERY,Consumer Durables,Consumer Durables,Leather And Leather Products
SURAJ,Capital Goods,Industrial Products,Iron & Steel Products
SURAJEST,Realty,Realty,"Residential, Commercial Projects"
SURAJLTD,Capital Goods,Industrial Products,Iron & Steel Products
SURAKSHA,Healthcare,Healthcare Services,Healthcare Service Provider
SURANASOL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
SURANAT&P,Power,Power,Power Generation
SURATRAML,Textiles,Textiles & Apparels,Other Textile Products
SURBHIN,Textiles,Textiles & Apparels,Other Textile Products
SURFI,Fast Moving Consumer Goods,Food Products,Packaged Foods
SURJIND,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
SURYAAMBA,Textiles,Textiles & Apparels,Other Textile Products
SURYAINDIA,Financial Services,Finance,Non Banking Financial Company (NBFC)
SURYALA,Textiles,Textiles & Apparels,Other Textile Products
SURYALAXMI,Textiles,Textiles & Apparels,Other Textile Products
SURYAROSNI,Capital Goods,Industrial Products,Iron & Steel Products
SURYODAY,Financial Services,Banks,Other Bank
SUSAN,Capital Goods,Industrial Products,Cables - Electricals
SUTLEJTEX,Textiles,Textiles & Apparels,Other Textile Products
SUVEN,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
SUVIDHAA,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
SUYOG,Telecommunication,Telecom - Services,Telecom - Infrastructure
SUZLON,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
SVAINDIA,Services,Commercial Services & Supplies,Trading & Distributors
SVAMSOF,Information Technology,IT - Software,Software Products
SVARTCORP,Diversified,Diversified,Diversified
SVCIND,Services,Commercial Services & Supplies,Diversified Commercial Services
SVGLOBAL,Realty,Realty,"Residential, Commercial Projects"
SVJ,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
SVPGLOB,Textiles,Textiles & Apparels,Other Textile Products
SVRL,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
SVS,Realty,Realty,"Residential, Commercial Projects"
SW1,Services,Commercial Services & Supplies,Diversified Commercial Services
SWADEIN,Capital Goods,Industrial Products,Packaging
